assignment_id,student_id,course_code,assignment_num,status,score,submission_delay_days,due_week
ASN_STU147_13,STU147,CS303,13,submitted,97,0,3
ASN_STU147_14,STU147,CS304,14,submitted,93,0,3
ASN_STU147_15,STU147,CS305,15,submitted,91,0,3
ASN_STU147_16,STU147,CS301,16,submitted,99,0,4
ASN_STU147_17,STU147,CS302,17,submitted,92,0,4
ASN_STU147_18,STU147,CS303,18,submitted,99,0,4
ASN_STU147_19,STU147,CS304,19,submitted,95,0,4
ASN_STU147_20,STU147,CS305,20,submitted,86,0,4
ASN_STU148_01,STU148,CS301,1,submitted,94,0,1
ASN_STU148_02,STU148,CS302,2,submitted,95,0,1
ASN_STU148_03,STU148,CS303,3,submitted,94,0,1
ASN_STU148_04,STU148,CS304,4,submitted,98,0,1
ASN_STU148_05,STU148,CS305,5,submitted,86,0,1
ASN_STU148_06,STU148,CS301,6,submitted,86,0,2
ASN_STU148_07,STU148,CS302,7,submitted,85,0,2
ASN_STU148_08,STU148,CS303,8,submitted,94,0,2
ASN_STU148_09,STU148,CS304,9,submitted,92,0,2
ASN_STU148_10,STU148,CS305,10,submitted,99,0,2
ASN_STU148_11,STU148,CS301,11,submitted,92,0,3
ASN_STU148_12,STU148,CS302,12,submitted,85,0,3
ASN_STU148_13,STU148,CS303,13,submitted,96,0,3
ASN_STU148_14,STU148,CS304,14,submitted,95,0,3
ASN_STU148_15,STU148,CS305,15,submitted,92,0,3
ASN_STU148_16,STU148,CS301,16,submitted,93,0,4
ASN_STU148_17,STU148,CS302,17,submitted,98,0,4
ASN_STU148_18,STU148,CS303,18,submitted,88,0,4
ASN_STU148_19,STU148,CS304,19,submitted,85,0,4
ASN_STU148_20,STU148,CS305,20,submitted,85,0,4
ASN_STU149_01,STU149,CS301,1,submitted,99,0,1
ASN_STU149_02,STU149,CS302,2,submitted,93,0,1
ASN_STU149_03,STU149,CS303,3,submitted,95,0,1
ASN_STU149_04,STU149,CS304,4,submitted,88,0,1
ASN_STU149_05,STU149,CS305,5,submitted,86,0,1
ASN_STU149_06,STU149,CS301,6,submitted,97,0,2
ASN_STU149_07,STU149,CS302,7,submitted,90,0,2
ASN_STU149_08,STU149,CS303,8,submitted,98,0,2
ASN_STU149_09,STU149,CS304,9,submitted,88,0,2
ASN_STU149_10,STU149,CS305,10,submitted,90,0,2
ASN_STU149_11,STU149,CS301,11,submitted,87,0,3
ASN_STU149_12,STU149,CS302,12,submitted,90,0,3
ASN_STU149_13,STU149,CS303,13,submitted,86,0,3
ASN_STU149_14,STU149,CS304,14,submitted,86,0,3
ASN_STU149_15,STU149,CS305,15,submitted,97,0,3
ASN_STU149_16,STU149,CS301,16,submitted,93,0,4
ASN_STU149_17,STU149,CS302,17,submitted,91,0,4
ASN_STU149_18,STU149,CS303,18,submitted,87,0,4
ASN_STU149_19,STU149,CS304,19,submitted,97,0,4
ASN_STU149_20,STU149,CS305,20,submitted,95,0,4
ASN_STU150_01,STU150,CS301,1,late,75,2,1
ASN_STU150_02,STU150,CS302,2,late,75,2,1
ASN_STU150_03,STU150,CS303,3,late,75,2,1
ASN_STU150_04,STU150,CS304,4,submitted,85,0,1
ASN_STU150_05,STU150,CS305,5,submitted,85,0,1
ASN_STU150_06,STU150,CS301,6,submitted,85,0,2
ASN_STU150_07,STU150,CS302,7,submitted,85,0,2
ASN_STU150_08,STU150,CS303,8,submitted,85,0,2
ASN_STU150_09,STU150,CS304,9,submitted,85,0,2
ASN_STU150_10,STU150,CS305,10,submitted,85,0,2
ASN_STU150_11,STU150,CS301,11,submitted,85,0,3
ASN_STU150_12,STU150,CS302,12,submitted,85,0,3
ASN_STU150_13,STU150,CS303,13,submitted,85,0,3
ASN_STU150_14,STU150,CS304,14,submitted,85,0,3
ASN_STU150_15,STU150,CS305,15,submitted,85,0,3
ASN_STU150_16,STU150,CS301,16,submitted,85,0,4
ASN_STU150_17,STU150,CS302,17,submitted,85,0,4
ASN_STU150_18,STU150,CS303,18,submitted,85,0,4
ASN_STU150_19,STU150,CS304,19,submitted,85,0,4
ASN_STU150_20,STU150,CS305,20,submitted,85,0,4
ASN_STU151_01,STU151,CS301,1,submitted,87,0,1
ASN_STU151_02,STU151,CS302,2,submitted,92,0,1
ASN_STU151_03,STU151,CS303,3,submitted,98,0,1
ASN_STU151_04,STU151,CS304,4,submitted,98,0,1
ASN_STU151_05,STU151,CS305,5,submitted,94,0,1
ASN_STU151_06,STU151,CS301,6,submitted,86,0,2
ASN_STU151_07,STU151,CS302,7,submitted,98,0,2
ASN_STU151_08,STU151,CS303,8,submitted,93,0,2
ASN_STU151_09,STU151,CS304,9,submitted,87,0,2
ASN_STU151_10,STU151,CS305,10,submitted,89,0,2
ASN_STU151_11,STU151,CS301,11,submitted,94,0,3
ASN_STU151_12,STU151,CS302,12,submitted,92,0,3
ASN_STU151_13,STU151,CS303,13,submitted,86,0,3
ASN_STU151_14,STU151,CS304,14,submitted,90,0,3
ASN_STU151_15,STU151,CS305,15,submitted,96,0,3
ASN_STU151_16,STU151,CS301,16,submitted,89,0,4
ASN_STU151_17,STU151,CS302,17,submitted,97,0,4
ASN_STU151_18,STU151,CS303,18,submitted,94,0,4
ASN_STU151_19,STU151,CS304,19,submitted,93,0,4
ASN_STU151_20,STU151,CS305,20,submitted,96,0,4
ASN_STU152_01,STU152,CS301,1,submitted,95,0,1
ASN_STU152_02,STU152,CS302,2,submitted,87,0,1
ASN_STU152_03,STU152,CS303,3,submitted,99,0,1
ASN_STU152_04,STU152,CS304,4,submitted,88,0,1
ASN_STU152_05,STU152,CS305,5,submitted,89,0,1
ASN_STU152_06,STU152,CS301,6,submitted,97,0,2
ASN_STU152_07,STU152,CS302,7,submitted,90,0,2
ASN_STU152_08,STU152,CS303,8,submitted,87,0,2
ASN_STU152_09,STU152,CS304,9,submitted,86,0,2
ASN_STU152_10,STU152,CS305,10,submitted,98,0,2
ASN_STU152_11,STU152,CS301,11,submitted,97,0,3
ASN_STU152_12,STU152,CS302,12,submitted,88,0,3
ASN_STU152_13,STU152,CS303,13,submitted,89,0,3
ASN_STU152_14,STU152,CS304,14,submitted,88,0,3
ASN_STU152_15,STU152,CS305,15,submitted,98,0,3
ASN_STU152_16,STU152,CS301,16,submitted,95,0,4
ASN_STU152_17,STU152,CS302,17,submitted,97,0,4
ASN_STU152_18,STU152,CS303,18,submitted,99,0,4
ASN_STU152_19,STU152,CS304,19,submitted,96,0,4
ASN_STU152_20,STU152,CS305,20,submitted,87,0,4
ASN_STU153_01,STU153,CS301,1,submitted,88,0,1
ASN_STU153_02,STU153,CS302,2,submitted,88,0,1
ASN_STU153_03,STU153,CS303,3,submitted,88,0,1
ASN_STU153_04,STU153,CS304,4,submitted,90,0,1
ASN_STU153_05,STU153,CS305,5,submitted,91,0,1
ASN_STU153_06,STU153,CS301,6,submitted,90,0,2
ASN_STU153_07,STU153,CS302,7,submitted,85,0,2
ASN_STU153_08,STU153,CS303,8,submitted,96,0,2
ASN_STU153_09,STU153,CS304,9,submitted,92,0,2
ASN_STU153_10,STU153,CS305,10,submitted,97,0,2
ASN_STU153_11,STU153,CS301,11,submitted,94,0,3
ASN_STU153_12,STU153,CS302,12,submitted,99,0,3
ASN_STU153_13,STU153,CS303,13,submitted,95,0,3
ASN_STU153_14,STU153,CS304,14,submitted,97,0,3
ASN_STU153_15,STU153,CS305,15,submitted,91,0,3
ASN_STU153_16,STU153,CS301,16,submitted,90,0,4
ASN_STU153_17,STU153,CS302,17,submitted,90,0,4
ASN_STU153_18,STU153,CS303,18,submitted,89,0,4
ASN_STU153_19,STU153,CS304,19,submitted,90,0,4
ASN_STU153_20,STU153,CS305,20,submitted,96,0,4
ASN_STU154_01,STU154,CS301,1,late,75,2,1
ASN_STU154_02,STU154,CS302,2,late,75,2,1
ASN_STU154_03,STU154,CS303,3,late,75,2,1
ASN_STU154_04,STU154,CS304,4,submitted,85,0,1
ASN_STU154_05,STU154,CS305,5,submitted,85,0,1
ASN_STU154_06,STU154,CS301,6,submitted,85,0,2
ASN_STU154_07,STU154,CS302,7,submitted,85,0,2
ASN_STU154_08,STU154,CS303,8,submitted,85,0,2
ASN_STU154_09,STU154,CS304,9,submitted,85,0,2
ASN_STU154_10,STU154,CS305,10,submitted,85,0,2
ASN_STU154_11,STU154,CS301,11,submitted,85,0,3
ASN_STU154_12,STU154,CS302,12,submitted,85,0,3
ASN_STU154_13,STU154,CS303,13,submitted,85,0,3
ASN_STU154_14,STU154,CS304,14,submitted,85,0,3
ASN_STU154_15,STU154,CS305,15,submitted,85,0,3
ASN_STU154_16,STU154,CS301,16,submitted,85,0,4
ASN_STU154_17,STU154,CS302,17,submitted,85,0,4
ASN_STU154_18,STU154,CS303,18,submitted,85,0,4
ASN_STU154_19,STU154,CS304,19,submitted,85,0,4
ASN_STU154_20,STU154,CS305,20,submitted,85,0,4
ASN_STU155_01,STU155,CS301,1,submitted,86,0,1
ASN_STU155_02,STU155,CS302,2,submitted,87,0,1
ASN_STU155_03,STU155,CS303,3,submitted,88,0,1
ASN_STU155_04,STU155,CS304,4,submitted,94,0,1
ASN_STU155_05,STU155,CS305,5,submitted,85,0,1
ASN_STU155_06,STU155,CS301,6,submitted,91,0,2
ASN_STU155_07,STU155,CS302,7,submitted,86,0,2
ASN_STU155_08,STU155,CS303,8,submitted,89,0,2
ASN_STU155_09,STU155,CS304,9,submitted,99,0,2
ASN_STU155_10,STU155,CS305,10,submitted,85,0,2
ASN_STU155_11,STU155,CS301,11,submitted,87,0,3
ASN_STU155_12,STU155,CS302,12,submitted,96,0,3
ASN_STU155_13,STU155,CS303,13,submitted,86,0,3
ASN_STU155_14,STU155,CS304,14,submitted,85,0,3
ASN_STU155_15,STU155,CS305,15,submitted,91,0,3
ASN_STU155_16,STU155,CS301,16,submitted,89,0,4
ASN_STU155_17,STU155,CS302,17,submitted,85,0,4
ASN_STU155_18,STU155,CS303,18,submitted,90,0,4
ASN_STU155_19,STU155,CS304,19,submitted,89,0,4
ASN_STU155_20,STU155,CS305,20,submitted,99,0,4
ASN_STU156_01,STU156,CS301,1,submitted,93,0,1
ASN_STU156_02,STU156,CS302,2,submitted,85,0,1
ASN_STU156_03,STU156,CS303,3,submitted,95,0,1
ASN_STU156_04,STU156,CS304,4,submitted,91,0,1
ASN_STU156_05,STU156,CS305,5,submitted,92,0,1
ASN_STU156_06,STU156,CS301,6,submitted,96,0,2
ASN_STU156_07,STU156,CS302,7,submitted,98,0,2
ASN_STU156_08,STU156,CS303,8,submitted,87,0,2
ASN_STU156_09,STU156,CS304,9,submitted,88,0,2
ASN_STU156_10,STU156,CS305,10,submitted,94,0,2
ASN_STU156_11,STU156,CS301,11,submitted,90,0,3
ASN_STU156_12,STU156,CS302,12,submitted,94,0,3
ASN_STU156_13,STU156,CS303,13,submitted,91,0,3
ASN_STU156_14,STU156,CS304,14,submitted,97,0,3
ASN_STU156_15,STU156,CS305,15,submitted,98,0,3
ASN_STU156_16,STU156,CS301,16,submitted,88,0,4
ASN_STU156_17,STU156,CS302,17,submitted,92,0,4
ASN_STU156_18,STU156,CS303,18,submitted,89,0,4
ASN_STU156_19,STU156,CS304,19,submitted,85,0,4
ASN_STU156_20,STU156,CS305,20,submitted,88,0,4
ASN_STU157_01,STU157,CS301,1,submitted,87,0,1
ASN_STU157_02,STU157,CS302,2,submitted,90,0,1
ASN_STU157_03,STU157,CS303,3,submitted,90,0,1
ASN_STU157_04,STU157,CS304,4,submitted,86,0,1
ASN_STU157_05,STU157,CS305,5,submitted,91,0,1
ASN_STU157_06,STU157,CS301,6,submitted,96,0,2
ASN_STU157_07,STU157,CS302,7,submitted,86,0,2
ASN_STU157_08,STU157,CS303,8,submitted,90,0,2
ASN_STU157_09,STU157,CS304,9,submitted,85,0,2
ASN_STU157_10,STU157,CS305,10,submitted,87,0,2
ASN_STU157_11,STU157,CS301,11,submitted,86,0,3
ASN_STU157_12,STU157,CS302,12,submitted,91,0,3
ASN_STU157_13,STU157,CS303,13,submitted,98,0,3
ASN_STU157_14,STU157,CS304,14,submitted,88,0,3
ASN_STU157_15,STU157,CS305,15,submitted,92,0,3
ASN_STU157_16,STU157,CS301,16,submitted,90,0,4
ASN_STU157_17,STU157,CS302,17,submitted,96,0,4
ASN_STU157_18,STU157,CS303,18,submitted,94,0,4
ASN_STU157_19,STU157,CS304,19,submitted,88,0,4
ASN_STU157_20,STU157,CS305,20,submitted,89,0,4
ASN_STU158_01,STU158,CS301,1,late,75,2,1
ASN_STU158_02,STU158,CS302,2,late,75,2,1
ASN_STU158_03,STU158,CS303,3,late,75,2,1
ASN_STU158_04,STU158,CS304,4,submitted,85,0,1
ASN_STU158_05,STU158,CS305,5,submitted,85,0,1
ASN_STU158_06,STU158,CS301,6,submitted,85,0,2
ASN_STU158_07,STU158,CS302,7,submitted,85,0,2
ASN_STU158_08,STU158,CS303,8,submitted,85,0,2
ASN_STU158_09,STU158,CS304,9,submitted,85,0,2
ASN_STU158_10,STU158,CS305,10,submitted,85,0,2
ASN_STU158_11,STU158,CS301,11,submitted,85,0,3
ASN_STU158_12,STU158,CS302,12,submitted,85,0,3
ASN_STU158_13,STU158,CS303,13,submitted,85,0,3
ASN_STU158_14,STU158,CS304,14,submitted,85,0,3
ASN_STU158_15,STU158,CS305,15,submitted,85,0,3
ASN_STU158_16,STU158,CS301,16,submitted,85,0,4
ASN_STU158_17,STU158,CS302,17,submitted,85,0,4
ASN_STU158_18,STU158,CS303,18,submitted,85,0,4
ASN_STU158_19,STU158,CS304,19,submitted,85,0,4
ASN_STU158_20,STU158,CS305,20,submitted,85,0,4
ASN_STU159_01,STU159,CS301,1,submitted,98,0,1
ASN_STU159_02,STU159,CS302,2,submitted,89,0,1
ASN_STU159_03,STU159,CS303,3,submitted,88,0,1
ASN_STU159_04,STU159,CS304,4,submitted,90,0,1
ASN_STU159_05,STU159,CS305,5,submitted,90,0,1
ASN_STU159_06,STU159,CS301,6,submitted,86,0,2
ASN_STU159_07,STU159,CS302,7,submitted,92,0,2
ASN_STU159_08,STU159,CS303,8,submitted,91,0,2
ASN_STU159_09,STU159,CS304,9,submitted,85,0,2
ASN_STU159_10,STU159,CS305,10,submitted,89,0,2
ASN_STU159_11,STU159,CS301,11,submitted,96,0,3
ASN_STU159_12,STU159,CS302,12,submitted,90,0,3
ASN_STU159_13,STU159,CS303,13,submitted,88,0,3
ASN_STU159_14,STU159,CS304,14,submitted,86,0,3
ASN_STU159_15,STU159,CS305,15,submitted,97,0,3
ASN_STU159_16,STU159,CS301,16,submitted,98,0,4
ASN_STU159_17,STU159,CS302,17,submitted,88,0,4
ASN_STU159_18,STU159,CS303,18,submitted,85,0,4
ASN_STU159_19,STU159,CS304,19,submitted,91,0,4
ASN_STU159_20,STU159,CS305,20,submitted,86,0,4
ASN_STU160_01,STU160,CS301,1,submitted,89,0,1
ASN_STU160_02,STU160,CS302,2,submitted,88,0,1
ASN_STU160_03,STU160,CS303,3,submitted,94,0,1
ASN_STU160_04,STU160,CS304,4,submitted,96,0,1
ASN_STU160_05,STU160,CS305,5,submitted,99,0,1
ASN_STU160_06,STU160,CS301,6,submitted,85,0,2
ASN_STU160_07,STU160,CS302,7,submitted,94,0,2
ASN_STU160_08,STU160,CS303,8,submitted,90,0,2
ASN_STU160_09,STU160,CS304,9,submitted,86,0,2
ASN_STU160_10,STU160,CS305,10,submitted,97,0,2
ASN_STU160_11,STU160,CS301,11,submitted,87,0,3
ASN_STU160_12,STU160,CS302,12,submitted,98,0,3
ASN_STU160_13,STU160,CS303,13,submitted,92,0,3
ASN_STU160_14,STU160,CS304,14,submitted,94,0,3
ASN_STU160_15,STU160,CS305,15,submitted,98,0,3
ASN_STU160_16,STU160,CS301,16,submitted,98,0,4
ASN_STU160_17,STU160,CS302,17,submitted,90,0,4
ASN_STU160_18,STU160,CS303,18,submitted,87,0,4
ASN_STU160_19,STU160,CS304,19,submitted,91,0,4
ASN_STU160_20,STU160,CS305,20,submitted,88,0,4
